age,chapter_owner,display_name,mod_or_cluster,branch_type,target_quest_count,current_live_quest_count,current_coverage_level,status,inbound_links,outbound_links,notes
Gilded Age,industrial_hostile_neural_networks,Hostile Neural Networks,Hostile Neural Networks + Hostile Neural Industrialization + Industrial Foregoing,support,24,7,partial,in_progress,industrial_industrial_foregoing,space_late_game_agriculture_and_synthesis,"Live starter HNN arc now covers model setup, prediction matrices, the first simulation chamber, and real overworld/nether prediction output. Loot fabrication stays deferred until the later Space synthesis age."
Gilded Age,industrial_industrial_foregoing,Industrial Foregoing,Industrial Foregoing + Industrial Foregoing Souls,support,38,13,meaningful,in_progress,industrial_modern_industrialization,industrial_hostile_neural_networks; power_beyond_wires,Live starter IF support arc now covers latex -> dry rubber -> plastic -> dissolution chamber -> simple frames -> plant machines -> biofuel support. In the redesign it remains one of Industrial's main applied-automation branches.
Gilded Age,industrial_integrated_dynamics,Integrated Dynamics,Integrated Dynamics + Integrated Tunnels + Integrated Crafting + Integrated Terminals,support,28,17,meaningful,in_progress,expedition_ae2_entry; industrial_factory_logistics; industrial_power_grids; industrial_modern_industrialization; industrial_pneumaticcraft,industrial_boss_hunts; nuclear_chemical_storage_and_digital_bridges,"Live Industrial control-and-policy branch. It now teaches Menril processing, variables, readers/writers, smart item/fluid/energy transfer, bounded crafting policy, and portable terminals so the campus becomes programmable without pretending to replace AE2."
Gilded Age,industrial_modern_industrialization,Modern Industrialization,Modern Industrialization + Extended Industrialization + Modern Dynamics + MI Sound Addon,spine,52,16,meaningful,in_progress,industrial_power_grids,power_beyond_wires; industrial_create_process_infrastructure; industrial_petroleum_and_extraction; industrial_industrial_foregoing; industrial_pneumaticcraft,Live Industrial starter arc now covers forge hammer -> bronze -> steam machines -> Modern Dynamics support -> first steel. The redesign promotes MI to one of the core factory-campus pillars of Industrial.
Industrial Revolution,industrial_nether_logistics_and_ore_escalation,Nether Logistics and Ore Escalation,Minecraft + AllTheOres + Create + Immersive Engineering,spine,28,14,meaningful,in_progress,expedition_bomd_nether_gauntlet; expedition_workshop_and_industrial_prep,industrial_oritech; industrial_factory_logistics; industrial_power_grids,"First real automation-transition chapter. Adds ore escalation, batching stock, Create + IE logistics identity, and a clean handoff into the first Oritech backbone after Nether Gauntlet conquest is complete."
Industrial Revolution,industrial_oritech,Oritech,Oritech + Oritech Things,spine,32,23,meaningful,in_progress,industrial_nether_logistics_and_ore_escalation,industrial_factory_logistics; industrial_power_grids; industrial_oritech_escalation,"Live Automation backbone for first powered processing, starter machine chaining, and repeatable throughput."
Gilded Age,industrial_oritech_escalation,Oritech Escalation,Oritech + Oritech Things,spine,24,0,none,in_progress,industrial_power_grids,,Late Oritech scale-up and payoff branch after the Automation starter chapter. This is the dense machine-campus follow-through before Nuclear rehomes hazardous escalation.
Gilded Age,industrial_pneumaticcraft,PneumaticCraft,PneumaticCraft + Applied Pneumatics,support,30,15,meaningful,in_progress,industrial_power_grids; industrial_modern_industrialization; industrial_create_process_infrastructure; industrial_petroleum_and_extraction; industrial_industrial_foregoing,industrial_boss_hunts,"Live Industrial pressure-specialization branch. It now uses explosion-forged compressed iron as the truthful opener, teaches safe pressure control before scale, consumes the shared crude-oil backbone through refinery -> LPG -> plastic, builds a real pressure chamber, and ends with one bounded Applied Pneumatics crossover instead of opening a rival oil tree."
Atomic Age,nuclear_entry_and_containment_protocols,Containment Protocols,Minecraft + Mekanism + Nuclear Science,spine,24,8,meaningful,in_progress,power_beyond_wires,nuclear_mekanism_processing_and_chemicals; nuclear_defense_systems_and_strategic_force,"Live Atomic opener. It now sits correctly behind `atomic` and uses hazmat gear, shielding, scrubbers, waste barrels, chemical buffering, and the first Nuclear Science extractor/centrifuge line to establish containment-first play before reactors."
Atomic Age,nuclear_mekanism_processing_and_chemicals,Mekanism Processing and Chemicals,Mekanism + Mekanism Additions + Mekanism Tools + mekmm + mekanism_tfmg_compat,spine,56,10,meaningful,in_progress,nuclear_entry_and_containment_protocols,nuclear_reactors_isotopes_and_hazardous_power; nuclear_chemical_storage_and_digital_bridges,"Live Nuclear main pillar now covers the first honest hazardous Mekanism line: foundational machines, purification, electrolytic separation, gas buffering, oxidizing, infusing, dissolution, washing, crystallization, and reaction control."
Atomic Age,nuclear_reactors_isotopes_and_hazardous_power,"Reactors, Isotopes, and Hazardous Power",Mekanism Generators + Nuclear Science + Extreme Reactors + Create New Age,spine,48,10,meaningful,in_progress,nuclear_mekanism_processing_and_chemicals,nuclear_defense_systems_and_strategic_force; nuclear_boss_hunts,"Live Nuclear reactor-campus pillar now covers fission shell stock, reactor logic, waste handling, Nuclear Science core/boiler support, Extreme Reactors frame/control, and the first turbine-campus proof."
Atomic Age,nuclear_strategic_power_and_hardened_grids,Strategic Power and Hardened Grids,Electrodynamics + Dynamic Electricity + Generator Galore + Create New Age + Nuclear Science,support,32,9,meaningful,in_progress,power_beyond_wires; nuclear_entry_and_containment_protocols; nuclear_reactors_isotopes_and_hazardous_power,nuclear_defense_systems_and_strategic_force; nuclear_boss_hunts; space_launch_threshold,"Live hardened-grid spine for Nuclear. It now teaches ceramic insulation, advanced transformers, monitored substations, reserve battery yards, backup generation, alternator/commutator transfer, reactor-service gas support, laser-power backing, and quantum-capacitor campus relays before the age escalates into strategic force and catastrophic hunts."
Atomic Age,nuclear_defense_systems_and_strategic_force,Defense Systems and Strategic Force,Ballistix + Mekanism Turrets + Mekanism Lasers + Modular Force Fields + Evolved Mekanism,spine,34,9,meaningful,in_progress,nuclear_entry_and_containment_protocols; nuclear_reactors_isotopes_and_hazardous_power; nuclear_strategic_power_and_hardened_grids,nuclear_boss_hunts,"Live Nuclear combat/defense pillar. It now sits downstream of the hardened-grid spine so radar, turrets, laser hardware, missile platforms, force-field geometry, and dense-energy backing all read like a real war-facility branch instead of detached weapons."
Atomic Age,nuclear_chemical_storage_and_digital_bridges,Chemical Storage and Digital Bridges,Applied Mekanistics + RS Mekanism Integration + Mekanism Covers + AE2 + Refined Storage,support,26,8,meaningful,in_progress,nuclear_mekanism_processing_and_chemicals; expedition_ae2_entry,nuclear_boss_hunts; space_advanced_storage_and_digital_networks,"Live Nuclear logistics bridge. It now teaches chemical cell housing, AE2 chemical storage, covered hazardous routing, entangloporter handoff, and a bounded RS chemical sidebridge before Space-scale network growth."
Atomic Age,nuclear_boss_hunts,Nuclear Boss Hunts,Alex's Caves + Cataclysm,boss,24,4,meaningful,in_progress,nuclear_strategic_power_and_hardened_grids; nuclear_defense_systems_and_strategic_force; nuclear_reactors_isotopes_and_hazardous_power; nuclear_chemical_storage_and_digital_bridges,space_launch_threshold,"Live Nuclear boss spine. A prepared strike kit now launches from a hardened facility baseline, so Nucleeper, Magnetron, and Netherite Monstrosity read as catastrophic validators of a complete war-campus instead of detached reactor side content."
Atomic Age,space_launch_threshold,Space Launch Threshold,Minecraft + Cataclysm + Alex's Caves,gate,16,0,none,in_progress,nuclear_reactors_isotopes_and_hazardous_power; nuclear_strategic_power_and_hardened_grids; nuclear_defense_systems_and_strategic_force; nuclear_chemical_storage_and_digital_bridges; nuclear_boss_hunts,,New Atomic main-boss gate. This remains the future launch-authority surface and should consume the full live Nuclear facility stack regardless of the eventual off-world owner.
Industrial Revolution,industrial_power_grids,Power Grids,Create New Age + Electrodynamics + Extreme Reactors + Generator Galore,support,40,12,partial,in_progress,industrial_factory_logistics,industrial_oritech_escalation; industrial_modern_industrialization; industrial_industrial_foregoing; industrial_pneumaticcraft,"Live support lane for first stable generation, storage buffering, and distribution across Automation-age Oritech and AE2-connected factory infrastructure."
Medieval,annex_minecolonies_bridge,Minecolonies Bridge,Minecolonies + Minecolonies Questline,support,25,0,none,in_progress,mechanical_workshop_logistics_and_storage,,
Medieval,diamond_threshold,Expedition Threshold,Minecraft,gate,20,1,full/core,in_progress,mechanical_rotational_power_and_first_logistics; mechanical_food_and_farm_handling; mechanical_engineers_handwork; mechanical_workshop_logistics_and_storage,,"Gate now checks real Mechanical capstones plus a stocked workshop, then unlocks Renaissance without leaking raw diamonds early."
Medieval,mechanical_age_boss_hunts,Legacy Medieval Boss Hunts,Bosses of Mass Destruction,boss,25,8,meaningful,in_progress,mechanical_dungeon_readiness; diamond_threshold,,Aether was moved to Renaissance required realm spine; this legacy row no longer owns Aether optionalization or Twilight routing.
Medieval,mechanical_create_food_relief,Create Food Relief,Create + Create Integrated Farming + Slice and Dice + Farmer's Delight + Cooking for Blockheads + Aquaculture + Ocean's Delight,support,38,12,meaningful,in_progress,mechanical_food_and_farm_handling; stone_food_and_farming_pressures,,"Live kitchen utility arc now includes the honest knife -> straw -> safety net/canvas support path before fishing nets, roosts, and kitchen storage."
Medieval,mechanical_create_foundations,Create Foundations,Create,spine,56,7,partial,in_progress,mechanical_ironwork_and_workstations,,
Medieval,mechanical_dungeon_readiness,Mechanical Dungeon Readiness,Apotheosis + Artifacts + Relics,side,36,10,meaningful,in_progress,mechanical_workshop_logistics_and_storage,,"Live readiness branch now ties shield+armor+rations to Apotheosis affix contact, first Artifact proof, Relics worktable contact, and return-safe pearl fallback before boss validation."
Medieval,mechanical_early_utility_machines,Early Utility Machines,Create Additions + Botany Pots + Generator Galore,support,36,11,meaningful,in_progress,mechanical_create_foundations,,"Live bounded utility branch now covers Create Additions connectors/capacitors/rolling mill, Generator Galore starter generation, and Botany Pots hopper automation without widening into industrial grids."
Medieval,mechanical_engineers_handwork,Engineer's Handwork,Immersive Engineering + Create,support,36,13,partial,in_progress,mechanical_ironwork_and_workstations,expedition_workshop_and_industrial_prep,"Live starter IE support chapter. Tracks the real Coke Oven, treated wood, wiring, connector, and workbench path without questing fake formed-machine items."
Medieval,mechanical_food_and_farm_handling,Mechanical Farming and Food Handling,Create + Farmer's Delight + Multiblock Farming,support,32,18,meaningful,in_progress,mechanical_rotational_power_and_first_logistics,mechanical_create_food_relief,"Now includes Aquaculture and Ocean's Delight follow-through (worm farm, iron rod, fillet path, and ocean salad/rations) as practical food-route support."
Medieval,mechanical_ironwork_and_workstations,Ironwork and Workstations,Minecraft + Iron Furnaces + Cooking for Blockheads + Immersive Engineering,spine,40,15,meaningful,in_progress,entering_the_iron_era,mechanical_create_foundations; mechanical_engineers_handwork,"Now deepened with hand-crank/wrench setup plus first fluid routing (pipes, tank, pump) and item-vault logistics support around the existing iron+IE backbone."
Medieval,mechanical_rotational_power_and_first_logistics,Rotational Power and First Logistics,Create,support,22,7,partial,in_progress,mechanical_create_foundations,,
Medieval,mechanical_workshop_logistics_and_storage,Workshop Logistics and Storage,Sophisticated Storage + Sophisticated Backpacks + Iron Chests + Minecraft,support,38,12,meaningful,in_progress,mechanical_ironwork_and_workstations,,Now extended with backpack restock/magnet upgrades plus storage I/O surfaces for cleaner workshop routing before digital storage.
Otherworldly,space_launch_infrastructure_and_stellaris,Launch Infrastructure and Stellaris,Stellaris,spine,34,0,none,in_progress,space_launch_threshold,,"New Space mainline. Rehomes Otherworldly around rockets, oxygen, stations, and actual off-world travel instead of generic late tech."
Otherworldly,space_orbital_life_support_and_logistics,Orbital Life Support and Logistics,Stellaris,support,24,0,none,in_progress,space_launch_infrastructure_and_stellaris,,"New Space support branch for oxygen discipline, orbital resupply, and remote-site operation."
Otherworldly,space_advanced_storage_and_digital_networks,Advanced Storage and Digital Networks,AE2 + AdvancedAE + ExtendedAE + Mega Cells + Refined Storage,spine,36,0,none,in_progress,space_launch_infrastructure_and_stellaris; expedition_storage_uplift; nuclear_chemical_storage_and_digital_bridges,,Late digital infrastructure branch. Full network scale now belongs after launch and Nuclear hazardous logistics.
Otherworldly,space_boss_hunts,Space Boss Hunts,Draconic Evolution + Cataclysm + Bosses of Mass Destruction + fdbosses,boss,20,0,none,in_progress,space_launch_infrastructure_and_stellaris; space_antimatter_and_cosmic_refinement; space_draconic_evolution,,Future Space boss spine for cosmic and post-launch threats.
Otherworldly,space_draconic_evolution,Draconic Evolution,Draconic Evolution + Draconic Additions,support,26,0,none,in_progress,space_antimatter_and_cosmic_refinement; space_advanced_storage_and_digital_networks,,"Late cosmic power and chaos branch. This now sits above launch and late digital scale, not beside a generic Mekanism bucket."
Otherworldly,space_ender_io_networks,Ender IO Networks,Ender IO + Immersive Energistics,support,24,0,none,in_progress,space_launch_infrastructure_and_stellaris,,Late conduit and interop utility branch for remote and off-world bases.
Otherworldly,space_antimatter_and_cosmic_refinement,Antimatter and Cosmic Refinement,Mekanism + Mekanism Generators + Applied Mekanistics,spine,30,0,none,in_progress,space_launch_infrastructure_and_stellaris; nuclear_mekanism_processing_and_chemicals; nuclear_reactors_isotopes_and_hazardous_power,,Late Mekanism follow-through. Space now owns antimatter and cosmic-grade refinement rather than the whole Mekanism ladder.
Otherworldly,ascension_threshold,Ascension Threshold,Minecraft + fdbosses + Block Factory's Bosses + ArPhEx + Draconic Evolution,gate,16,0,none,in_progress,space_draconic_evolution; space_late_game_agriculture_and_synthesis; space_boss_hunts,,"Future Space main-boss gate after launch, digital scale, synthesis, draconic power, and cosmic boss completion."
Dark Age,entering_the_iron_era,Entering the Medieval,Minecraft,gate,13,13,full/core,in_progress,da_water_weather_and_wounds; da_food_and_farming_pressures,,Current live gate chapter; grants Medieval after the two Dark Age survival chapters. Do not reopen the older six-chapter Dark Age plan.
Dark Age,stone_age_boss_hunts,Dark Age Boss Hunts,Minecraft,boss,0,0,retired,superseded,,,Retired by 2026-05-24 Dark Age 3-chapter decision; no Dark Age boss chapter.
Dark Age,stone_awakening_and_salvage,Awakening and Salvage,Minecraft + Legendary Survival Overhaul,spine,0,0,retired,superseded,,,Retired by 2026-05-24 Dark Age 3-chapter decision.
Dark Age,da_food_and_farming_pressures,Food and Seasonal Stability,Minecraft + Farmer's Delight + Legendary Survival Overhaul + Serene Seasons,spine,13,13,meaningful,in_progress,da_water_weather_and_wounds,entering_the_iron_era,Current live Dark Age food/farming chapter; keep at this scope.
Dark Age,stone_tools_materials_and_binding,"Tools, Materials, and Binding",Minecraft + TreeChop,spine,0,0,retired,superseded,,,Retired by 2026-05-24 Dark Age 3-chapter decision.
Dark Age,stone_travel_and_controlled_combat,Travel and Controlled Combat,Waystones + Explorer's Compass + Nature's Compass + When Dungeons Arise + YUNG's structures + Artifacts,side,0,0,retired,superseded,,,Retired by 2026-05-24 Dark Age 3-chapter decision; travel utilities belong later or passive.
Dark Age,stone_treasure_and_lock_tiers,Treasure and Lock Tiers,Clavis + Lootr,side,0,0,retired,superseded,,,Retired by 2026-05-24 Dark Age 3-chapter decision.
Dark Age,da_water_weather_and_wounds,"Water, Shelter, and Wounds",Legendary Survival Overhaul + Serene Seasons + Minecraft,spine,22,22,meaningful,in_progress,,da_food_and_farming_pressures; entering_the_iron_era,"Current live Dark Age opener; keep water, heat, injuries, lighting, and reserve prep together."
Industrial Revolution,automation_age_boss_hunts,Industrial Revolution Boss Hunts,Bosses of Mass Destruction + L_Ender's Cataclysm,boss,16,6,meaningful,in_progress,industrial_oritech; industrial_factory_logistics; industrial_power_grids; end,industrial_modern_industrialization; industrial_industrial_foregoing; industrial_petroleum_and_extraction,"Live Automation boss spine. Factory war stock leads into Obsidilith, Ancient Factory routing, a second campus-pressure validator, Ender Golem, and the Ender Guardian capstone that now grants `industrial_revolution`."
